Date_,Close_INFY.NS,Close_TCS.NS,High_INFY.NS,High_TCS.NS,Low_INFY.NS,Low_TCS.NS,Open_INFY.NS,Open_TCS.NS,Volume_INFY.NS,Volume_TCS.NS
2023-02-06,1470.1497802734375,3319.25048828125,1496.51201414969,3331.9136611568274,1462.4237326409375,3297.089994302141,1496.51201414969,3331.9136611568274,4570612,1138714
2023-02-07,1463.1728515625,3331.337890625,1475.9559703756936,3350.9562391707004,1456.336424851358,3320.641167770868,1469.3536663009922,3327.836178304444,4336238,1455647
2023-02-08,1489.48828125,3376.954345703125,1501.194413608142,3395.9489863748618,1466.0760165337158,3336.6142726405114,1466.0760165337158,3336.6142726405114,7983338,1986946
2023-02-09,1514.30517578125,3396.860595703125,1516.8805247196535,3403.33610536567,1485.320839819749,3362.756197971204,1494.8261271746128,3372.0616983474542,6904911,1655427
2023-02-10,1506.3919677734375,3393.694580078125,1513.6497697664495,3398.2994335691774,1495.0603403043833,3365.4899988282914,1510.5124348701506,3376.8582089268975,4786762,1187821
2023-02-13,1467.9022216796875,3340.787109375,1495.575566077777,3404.6788949173124,1466.5443559660605,3332.153096961854,1495.575566077777,3404.6788949173124,4001199,1087939
2023-02-14,1492.0635986328125,3357.767578125,1494.6389476968263,3381.5111126639817,1477.9226139084933,3352.8748773228444,1484.0565585430722,3362.468224611322,5043736,1579818
2023-02-15,1495.622314453125,3377.4814453125,1497.4484253423175,3382.6139793803054,1475.9091421760427,3319.4416989277843,1483.4010667556165,3345.1999279918105,3465747,1429449
2023-02-16,1500.0706787109375,3413.36083984375,1511.917193267045,3429.621515993147,1496.3714722752147,3383.5734508833093,1498.3849499152032,3383.7652709787526,4290289,1618931
2023-02-17,1483.2138671875,3358.7744140625,1493.70251624534,3394.989297077358,1475.4409494323093,3348.0779264067123,1492.7660256395436,3382.757780297505,2857734,1061369
2023-02-20,1491.314208984375,3345.488037109375,1501.1942292081087,3378.776905261915,1481.9961744989594,3333.7361867148666,1484.2905304322474,3359.590210740269,2417716,1296082
2023-02-21,1479.18701171875,3310.663818359375,1499.930302901108,3366.2091999229783,1475.9092943771764,3304.667976903349,1497.1675868368707,3351.9152075768347,2723288,1139541
2023-02-22,1462.611083984375,3263.224853515625,1474.9727143393768,3306.826566889277,1456.5238950045616,3256.9411646617623,1463.7348269920292,3276.079844250767,3656244,1218430
2023-02-23,1452.2158203125,3274.97705078125,1470.1496368399694,3312.0072319925325,1449.8278380496934,3269.4128623303063,1470.1496368399694,3281.884214211261,4766854,1441570
2023-02-24,1452.169189453125,3262.16943359375,1469.353769309037,3294.3071440716617,1446.877994635094,3244.757603542233,1460.9253538063083,3283.3228092732156,2790986,977592
2023-02-27,1413.4453125,3196.359130859375,1442.1955282782062,3252.144345039861,1406.60888537264,3181.1535835257164,1442.1955282782062,3252.144345039861,4920268,1128022
2023-02-28,1393.07666015625,3178.132080078125,1427.2116973480245,3254.063328507291,1387.2235938121391,3165.7085082433923,1419.345153317999,3193.145574568549,9679811,4116217
2023-03-01,1401.0367431640625,3248.019287109375,1405.5318292458812,3251.1851383060953,1387.4107598361636,3180.194373999618,1397.6185297683587,3187.86905122194,5125043,1669307
2023-03-02,1378.6546630859375,3186.38232421875,1394.0598877672114,3232.8620455130167,1374.1127065281696,3183.072666209421,1390.6885444623579,3224.3240600150284,4644499,1556538
2023-03-03,1385.3505859375,3206.240478515625,1395.183737206485,3221.4460276916975,1379.4506494490292,3195.64001710487,1392.3273951584142,3217.608688766514,4615015,1043190
2023-03-06,1411.712646484375,3234.73291015625,1423.8402678058542,3266.4867492616027,1398.3209000903332,3222.405365163581,1399.6320097355872,3225.187342201673,6561742,1334132
2023-03-08,1397.8994140625,3252.5283203125,1400.989878639518,3257.9006883953557,1387.0361464232192,3195.400125469975,1395.8860508113924,3227.201977550641,4137080,1844590
2023-03-09,1386.380615234375,3201.156005859375,1403.1905746633752,3247.347876803023,1380.9489243872285,3195.3999978059574,1400.0533542248045,3247.347876803023,5104656,1648500
2023-03-10,1378.0927734375,3195.5439453125,1380.6681225599923,3201.5397872993517,1365.0755313729987,3156.211221878753,1367.2762613959524,3178.1798932335464,3699580,1024404
2023-03-13,1343.957763671875,3148.48876953125,1384.4142299897192,3232.7664245802443,1337.308702649694,3138.9434352061953,1371.2096198329168,3197.4628574395624,8798403,1901233
2023-03-14,1329.8165283203125,3084.212890625,1356.3660114975357,3170.025328348801,1321.3881137041978,3078.8885364673056,1349.4828290912467,3146.617656540052,7402784,2670334
2023-03-15,1329.4888916015625,3068.8154296875,1351.2154276056997,3127.7667295997426,1326.866672217267,3062.1961144784423,1346.673471098705,3117.8375225736017,7556182,1780522
2023-03-16,1314.926513671875,3055.48095703125,1327.7565043125921,3088.8658507512164,1309.8694412411437,3043.009606186224,1327.7565043125921,3077.545654680141,7323117,1901060
2023-03-17,1330.4720458984375,3050.012939453125,1351.2622041871493,3090.400790866856,1321.7627525884982,3016.148376802364,1339.1814535260683,3022.384052517763,9090018,6739966
2023-03-20,1314.5048828125,3015.47705078125,1329.5354863995547,3040.7553816225704,1296.8988160922718,2969.1891478002926,1329.5354863995547,3040.7553816225704,8221829,2289468
2023-03-21,1302.37744140625,2979.789306640625,1315.7693028132087,3028.3795106395823,1301.7219437084414,2971.4909217899676,1310.1503591713017,3015.4765070605818,8536755,1815297
2023-03-22,1301.0194091796875,3003.48486328125,1317.8762379471768,3015.668366064641,1294.3703495849375,2979.789345103307,1313.896153377075,3002.7653623190904,8356487,1123939
2023-03-23,1287.2530517578125,2997.585205078125,1296.0559709301872,3018.4029563299578,1282.9919742913032,2974.8970321362567,1296.0559709301872,2988.231691352447,7607718,1372218
2023-03-24,1292.9656982421875,2993.603759765625,1310.103406683715,3041.0908246938093,1290.0157301518043,2979.693407412925,1299.8488809079524,3020.8487699989937,7559127,1329577
2023-03-27,1300.738525390625,2995.330810546875,1307.1067069639184,3024.5425056109025,1286.8316633547095,2979.6936079382963,1298.2100465905298,3007.514314515956,4170193,1524217
2023-03-28,1290.1092529296875,2989.191162109375,1309.2136814452147,3021.472918143681,1288.4703946016982,2983.6749870970775,1303.688364790171,2999.839871905109,6633366,1303530
2023-03-29,1295.6815185546875,3011.255615234375,1301.6282105568607,3021.90432415691,1277.8881984840543,2977.8709548327965,1291.4204409159593,3001.7582953291976,8813966,1740616
2023-03-31,1337.26171875,3075.53076171875,1339.1346999670975,3082.3421311994503,1305.3742821195383,3023.8227194337587,1314.8328144023399,3060.229421386461,8711975,2382581
2023-04-03,1321.24755859375,3069.87109375,1343.8638263395871,3093.8064480915664,1315.9096086343181,3044.688557434082,1343.8638263395871,3093.8064480915664,5242764,1521830
2023-04-05,1333.1412353515625,3108.052978515625,1336.8403274833684,3131.6046950515133,1311.0868360607465,3055.96105125152,1311.0868360607465,3055.96105125152,7506334,2655065
2023-04-06,1331.595947265625,3089.729248046875,1337.6831358925422,3124.8890056321084,1320.779435593794,3084.2610870523145,1326.070630109961,3093.8544341349034,6948465,1703464
2023-04-10,1336.933837890625,3130.6923828125,1342.9274000570676,3138.942753906931,1325.1340802515695,3084.260682705007,1333.5156246433992,3089.057355617457,4993788,2203187
2023-04-11,1316.84619140625,3083.10986328125,1342.3186882844154,3139.8544163204583,1300.7853558338913,3062.340126784482,1338.1513511220319,3131.26841771611,6942255,2348779
2023-04-12,1337.589599609375,3109.8271484375,1340.5863238692878,3128.342354465294,1311.0868693098168,3068.9116183270753,1323.3081176401072,3096.6843102624825,5831169,2417727
2023-04-13,1300.97265625,3059.17431640625,1321.4350666922073,3098.650842588885,1295.1664604335588,3050.6841112794596,1320.2175832221326,3079.4641500651146,11267238,4174070
2023-04-17,1178.3861083984375,3011.831298828125,1181.055083610567,3034.759304535353,1110.0222980392155,2945.3973706727347,1170.8941839755091,3006.650985119088,53171705,5505048
2023-04-18,1179.369384765625,3003.437255859375,1189.2961620139442,3028.475986413507,1173.5163186619347,2984.106754413668,1189.2961620139442,3026.6531098686655,12430884,2617302
2023-04-19,1153.943603515625,2963.960693359375,1174.6868919454078,3012.3110703577922,1151.321498580937,2946.5966409566745,1174.6868919454078,3003.437224051802,11307230,3298034
2023-04-20,1145.7025146484375,2978.54248046875,1159.2347568127234,2986.4089783169507,1143.8295336254116,2952.8322631736505,1152.5388267918681,2964.3442797942107,8621249,2419999
2023-04-21,1149.401611328125,3032.312744140625,1154.9269282330781,3035.766208036481,1142.5184289027814,2974.7046568470173,1150.1039792147456,2983.530487975369,8691352,1929184
2023-04-24,1148.41845703125,3045.6962890625,1151.8834264895454,3051.5961046283246,1140.6455394018426,2999.0245086886457,1150.0104453082618,3022.9601002553386,8313774,1640676
2023-04-25,1147.107177734375,3046.84716796875,1157.033953663908,3061.429009335655,1137.8358993942925,3019.506127576083,1148.0904241185508,3053.562511223089,6808576,2024090
2023-04-26,1149.5889892578125,3068.0966796875,1154.6928168900636,3077.9298619732176,1143.0335555852816,3051.6441805725385,1150.0103642668273,3051.6441805725385,5680192,2000029
2023-04-27,1167.101318359375,3058.311279296875,1168.5529244021643,3069.1037956221207,1147.5755137502608,3041.7147406830886,1151.8833473075476,3055.481288525218,8020704,2434446
2023-04-28,1173.1885986328125,3088.33837890625,1179.0416648802322,3096.0130568688965,1165.8839262289528,3066.273679763641,1175.9512001745147,3070.25482527173,10118277,2931312
2023-05-02,1196.31982421875,3088.48193359375,1198.473798241163,3103.4476480856188,1174.8742817758778,3079.464281407986,1174.8742817758778,3103.4476480856188,8886401,2321159
2023-05-03,1188.5469970703125,3050.58837890625,1191.684217529937,3085.22045594313,1181.9446930064287,3044.1128695537577,1185.597028992456,3085.22045594313,5549783,2468285
2023-05-04,1192.6676025390625,3089.729248046875,1194.7747063063484,3093.326753202846,1182.3193360882024,3048.7657028467356,1188.3596544940103,3050.828178784462,4505401,1953253
2023-05-05,1179.13525390625,3099.32275390625,1197.7714391140978,3112.0819530222557,1174.5932975049705,3079.5125848508687,1197.7714391140978,3089.0579188445327,5373791,1710027
2023-05-08,1185.2225341796875,3118.4130859375,1189.6241087896717,3122.4902579110044,1175.4830086350073,3099.8978816623717,1182.2725657925323,3113.040718593277,5260842,928235
2023-05-09,1189.99853515625,3149.73583984375,1191.2160186382266,3163.8860275046636,1180.6336293493457,3114.0006201577135,1185.597075154084,3120.3323232367843,4969897,1107375
2023-05-10,1183.021728515625,3153.14111328125,1195.3366025408352,3172.039958677038,1179.1821399903547,3133.2349196799955,1195.3366025408352,3156.210937259173,6515734,1559987
2023-05-11,1176.3258056640625,3148.6806640625,1194.868365048372,3175.110385013743,1173.4695779589974,3138.943509391695,1189.5771703584003,3174.438897486895,6888461,1719623
2023-05-12,1166.1180419921875,3141.150146484375,1176.2321861350786,3156.2116567882285,1160.358716292899,3127.4316112856004,1173.7504631972886,3145.802779979734,8292212,1027479
2023-05-15,1178.432861328125,3122.6826171875,1188.312882362726,3158.1299892707284,1166.5394770641556,3116.2551212207477,1170.5195619036792,3150.4553112895114,5534710,1150390
2023-05-16,1184.005126953125,3125.656494140625,1193.042169908385,3151.4147264574367,1182.5535207768626,3118.269663237718,1184.660624654707,3123.7858381774836,5236469,986306
2023-05-17,1167.7103271484375,3078.217529296875,1180.86795346133,3146.618147454488,1163.5428747627411,3068.1925274683886,1180.540204565711,3123.5460986466387,10465667,1588815
2023-05-18,1166.8671875,3069.727294921875,1179.6503059569368,3097.643794723091,1163.5426004281203,3065.074427848717,1178.6669451842147,3094.765790565487,6948732,1369364
2023-05-19,1188.31298828125,3091.79248046875,1192.433569934166,3102.968638022834,1173.2355119382144,3072.7976031940575,1176.2791064985481,3079.4649337002,11094136,1152449
2023-05-22,1210.6951904296875,3164.557373046875,1213.3172957291974,3173.91088650488,1189.577279980262,3086.227787363073,1192.105759075809,3098.6511250622157,7625947,1333243
2023-05-23,1217.484619140625,3162.974853515625,1230.6891133996048,3192.6182051911956,1214.6751474124294,3156.3075234890107,1216.6885106968118,3171.560853144868,7436031,1687418
2023-05-24,1216.1734619140625,3169.018310546875,1222.1201539760011,3182.304955344394,1209.2902793126789,3142.780413349906,1213.9727320099048,3142.780413349906,4824077,1016555
2023-05-25,1221.511474609375,3159.56884765625,1223.9931975291138,3171.5605314563727,1207.3704896055162,3134.2425051554214,1212.287065188552,3160.048515008255,4334121,1374917
2023-05-26,1233.7794189453125,3193.529296875,1239.3983621978339,3202.88281051553,1223.0566479654947,3157.1706042035107,1223.0566479654947,3159.5689410344157,5521606,1791115
2023-05-29,1230.9232177734375,3185.32666015625,1248.0609264704428,3234.876197431294,1226.6621399885078,3177.316122743904,1248.0609264704428,3224.131696998823,4419365,1210372
2023-05-30,1239.7730712890625,3181.345703125,1242.1611680718436,3191.658551207791,1226.0067050479872,3167.0997232777127,1231.4851522534068,3180.194548321064,6274719,1344224
2023-05-31,1234.57568359375,3155.7314453125,1246.562695458783,3192.3779834254315,1230.6892244887258,3132.3715520550872,1236.0271755270528,3174.4384716641016,17800782,5815424
2023-06-01,1235.69921875,3188.82861328125,1245.0641237803145,3204.17796882051,1234.3881091822184,3163.406243169351,1238.5555605113213,3179.2352660692127,4277841,1177314
2023-06-02,1232.85205078125,3171.177001953125,1246.0442552499076,3200.2446571292,1230.0523176388706,3163.35828331498,1242.3428286933458,3190.987170597393,10909311,2030661
2023-06-05,1238.0721435546875,3155.155517578125,1242.770032905285,3191.706260048188,1231.2388288894117,3151.462219842601,1237.59760459587,3180.1942446828207,5002553,1861468
2023-06-06,1213.87060546875,3100.857421875,1222.981729923001,3155.1078429272347,1208.1761382030638,3089.6332533637765,1222.981729923001,3146.617637628488,10008100,2022849
2023-06-07,1223.3138427734375,3141.72509765625,1228.106732235523,3145.514657069972,1217.192337010864,3109.203745194383,1224.784959775844,3120.7157615295673,5397578,1567196
2023-06-08,1217.4771728515625,3104.839111328125,1226.208643163977,3137.024841174129,1215.8636709138054,3101.5294530629844,1220.7039450186055,3128.3908278497966,5034942,1759366
2023-06-09,1201.4849853515625,3078.793212890625,1217.1922691627592,3117.838092311826,1199.6343299974485,3075.0038872824884,1217.1922691627592,3113.041418323654,5339073,1775689
2023-06-12,1226.1610107421875,3114.8642578125,1229.7200524729546,3122.059269249942,1208.176032871067,3080.424230083654,1208.6505717685027,3084.2615695169566,4785588,2324605
2023-06-13,1238.404296875,3111.793701171875,1239.9702986089587,3132.2275756904064,1231.0015586346535,3107.2848752408045,1233.7064075273615,3127.4309025270218,4846587,1371928
2023-06-14,1234.1807861328125,3118.84521484375,1240.1599067207558,3123.4500683814585,1227.3473565054478,3094.670026536505,1239.8277526637962,3111.7940109067044,3457981,1658544
2023-06-15,1221.2734375,3108.45556640625,1228.0592515206731,3138.5609937182076,1217.334741207218,3102.3667620188758,1228.0592515206731,3136.483178898009,6161155,2273810
2023-06-16,1225.87646484375,3068.443603515625,1235.2248587754298,3092.1221038143703,1215.8162625032485,3050.1774262383706,1221.4632295382082,3089.8026716362706,8536287,4156189
2023-06-19,1228.1068115234375,3102.753173828125,1233.3267400113657,3107.102285996996,1221.510766412205,3068.540252481445,1228.1068115234375,3083.0372930443496,4451787,1468186
2023-06-20,1237.028076171875,3119.47314453125,1238.5465775405428,3124.1122447073176,1225.3543724326753,3093.7168301515553,1228.1067213313888,3106.2325613269354,4009180,1528452
2023-06-21,1233.184326171875,3148.95068359375,1237.4077922708432,3152.0433386122113,1229.055860544753,3115.849105259279,1233.7537497317826,3141.025681373176,4041529,1645987
2023-06-22,1216.290771484375,3129.911376953125,1223.741009475692,3158.083867607062,1208.6506484095094,3121.7931277911675,1223.741009475692,3150.690470547225,6676607,1529603
2023-06-23,1200.5833740234375,3108.50439453125,1214.2026167950728,3140.446024015042,1199.01737253865,3101.5456250904795,1211.4502681027523,3128.751884171897,7239467,1119505
2023-06-26,1205.6610107421875,3082.69921875,1209.1251680286568,3106.136103155325,1197.9735034098683,3066.60759662256,1205.5661261290436,3097.534619342989,3403244,1978803
2023-06-27,1214.012939453125,3090.14111328125,1216.717788120144,3102.0284984562527,1209.3149346432444,3075.595701230574,1214.8196324444496,3094.635101729902,3240024,863542
2023-06-28,1227.4898681640625,3107.634033203125,1230.6692559306819,3122.6143091352988,1216.148433698974,3086.32333541195,1224.3104803974434,3100.4338832524213,5662358,1575872
2023-06-30,1267.4935302734375,3191.5234375,1270.7204182911057,3199.0135750246045,1238.024615257097,3106.3292579728854,1241.5836573675615,3112.0313328033917,12821692,2672406
2023-07-03,1265.78515625,3162.577880859375,1277.4588608295876,3207.518708187427,1260.8024972460214,3159.1468672810756,1262.2736143412715,3203.1695958653577,7732412,1687264
2023-07-04,1276.652099609375,3197.902587890625,1277.4587926151432,3203.8462807264787,1263.60227910532,3167.4104290385203,1275.8454066036068,3179.684544069416,5797775,1656681
2023-07-05,1278.692626953125,3208.630126953125,1288.800213319331,3217.3767224582975,1272.7133901877326,3194.1814562104755,1288.7053287056738,3208.6784976153644,5414936,1453008
2023-07-06,1275.4656982421875,3211.48095703125,1278.8348549715627,3216.8449091953057,1269.0594229934848,3191.2818416942446,1274.1844663632921,3195.6793244937653,5963897,1848238
2023-07-07,1262.46337890625,3217.618408203125,1277.2690868609272,3244.3411940456626,1257.8603742523696,3191.282115757819,1266.069921275566,3191.282115757819,6295647,1789326
2023-07-10,1261.4666748046875,3162.239501953125,1273.5674157356068,3213.2691333964635,1252.11828243282,3155.7158335117606,1268.489873104064,3213.2691333964635,3940315,1407431
2023-07-11,1279.9263916015625,3162.67431640625,1282.1093170430452,3184.516618856663,1259.4263327917743,3151.4634131295247,1265.5478387081876,3184.516618856663,6126128,1110172
2023-07-12,1265.405517578125,3150.59326171875,1283.058342052219,3178.8624895067005,1259.4262809050838,3141.122051086669,1282.2041488340378,3170.937488223699,8102770,1515240
2023-07-13,1295.5860595703125,3228.539794921875,1306.690339153955,3254.537730569262,1263.0801454732614,3163.0131144232437,1266.9239568395649,3173.8858964986425,9977644,4585146
2023-07-14,1353.3375244140625,3396.802001953125,1357.1813360782141,3406.6601798145125,1310.344366986501,3239.6058290056285,1310.344366986501,3252.1699327577385,12833381,6306101
2023-07-17,1350.490234375,3374.62109375,1384.657035812718,3430.86956458837,1342.2808039351512,3360.4624116862665,1353.3374678281432,3392.3075306304995,11569884,2743228
2023-07-18,1400.07958984375,3379.5986328125,1402.689553916086,3405.8381827730286,1356.232239770198,3348.816487885512,1360.977628992627,3359.4476513391164,16743977,2600090
2023-07-19,1399.8424072265625,3353.697021484375,1422.4780079052075,3398.9278343405786,1386.3180471036108,3330.115027727234,1410.3297644004406,3382.642731380588,13687062,2405370
2023-07-20,1375.6883544921875,3355.87744140625,1396.0935284291188,3370.9934278250535,1367.3364230042164,3329.4726659062862,1396.0935284291188,3345.993866330876,8347221,1715404
2023-07-21,1263.7921142578125,3263.824462890625,1281.2551708686472,3328.358568516059,1238.5466651730258,3254.8613729508666,1252.9726029774079,3298.4655942794197,45548305,3770223
2023-07-24,1268.5374755859375,3289.453857421875,1281.1602577749043,3307.573785698162,1266.3071657311382,3267.5064949843236,1272.7134414431002,3276.1303459587184,8859789,1680132
2023-07-25,1266.6392822265625,3293.71728515625,1274.4691745310197,3301.130144380902,1256.8163495972713,3275.3551112242812,1268.9170922496144,3292.118558408518,6801982,1272980
2023-07-26,1280.1636962890625,3283.2041015625,1281.2551590398325,3314.744535490576,1271.1949565174777,3280.0064113663193,1274.611613770737,3294.8803903109574,5528885,1066803
2023-07-27,1284.2447509765625,3291.53662109375,1294.352453525993,3305.829113235669,1278.4553991042765,3280.0543201951086,1289.4171790586518,3289.647152497062,9191861,1701769
2023-07-28,1272.2388916015625,3251.32421875,1294.3998368148239,3288.4363007546544,1267.9680411635118,3227.6811372293873,1284.9090580635998,3280.00619919588,6122735,2599831
2023-07-31,1286.664794921875,3315.32568359375,1288.3731813935915,3320.3643461255942,1265.3580435307595,3256.653736060517,1280.0687502059716,3260.0451753795705,7902180,2743678
2023-08-01,1295.6810302734375,3344.976318359375,1299.287572433425,3352.679682454882,1287.8986382703856,3309.0754669316248,1292.6440275049854,3309.0754669316248,6064652,1956167
2023-08-02,1287.7562255859375,3333.929443359375,1302.0872775937983,3339.501092566188,1279.7839486732953,3307.7186567799718,1299.5723140372081,3328.4062905896963,7419145,1914899
2023-08-03,1294.8270263671875,3294.492431640625,1296.962451643928,3326.7596003969497,1280.306088143656,3263.5334840564847,1281.2551660444299,3313.9205806036753,6503741,2026351
2023-08-04,1308.1614990234375,3336.739990234375,1315.3270835031713,3363.3385145788507,1292.6440985443578,3295.7519800378323,1299.1927592188438,3295.7519800378323,5712345,2248493
2023-08-07,1322.0654296875,3375.98388671875,1323.9635853654431,3379.8113206886096,1306.8801842639537,3334.5113839792657,1317.2251558795901,3346.817415728949,3729093,1853889
2023-08-08,1319.407958984375,3362.95068359375,1322.5874624128603,3381.700352606828,1313.9033770576289,3349.3849288984434,1321.9230384162722,3375.9834506124294,4161877,1634225
2023-08-09,1323.3941650390625,3355.1025390625,1324.9126664142502,3359.462961134928,1312.1001155570925,3318.8141849066806,1313.523732318999,3357.428002873913,4090828,1794589
2023-08-10,1318.3638916015625,3335.334716796875,1324.7227820981661,3357.4273282703725,1315.0421194457037,3323.6584305020897,1320.7365859986046,3342.989583825395,3873025,1096701
2023-08-11,1301.9923095703125,3341.82763671875,1325.7192537103633,3359.123836250574,1297.4368058079544,3308.106990903836,1321.1162497180374,3331.4595689759235,5783517,1679974
2023-08-14,1322.58740234375,3342.84423828125,1323.9635187993792,3347.8344033290623,1296.0606085656661,3305.1991750377515,1301.9923447610038,3333.9779068207895,4304135,1190425
2023-08-16,1346.2669677734375,3351.129638671875,1347.6430843526266,3358.494001739142,1333.8340707625202,3328.649287589537,1338.9591144663077,3342.990278707455,7735313,1328445
2023-08-17,1339.6708984375,3329.18212890625,1347.6905600057007,3353.4551915233856,1334.4034699774754,3307.3315229062337,1347.6905600057007,3347.835044858064,5618346,1843241
2023-08-18,1318.079345703125,3262.661376953125,1336.9659019665257,3304.2306354819825,1315.5642662654966,3252.390066860784,1332.2205127839168,3304.2306354819825,5134103,2526749
2023-08-21,1333.833984375,3296.13916015625,1335.3524857081586,3303.988012875473,1316.513314251209,3267.408924236702,1318.9808933993697,3270.315871678194,3032722,1375579
2023-08-22,1332.2679443359375,3277.244384765625,1334.450869589094,3305.1996272220176,1325.5295152148603,3260.6749243536065,1333.1695218924635,3294.540818690959,2890714,1222012
2023-08-23,1336.254150390625,3292.844970703125,1344.4636971963555,3296.478655287878,1334.071340786375,3271.285108833591,1343.894273641083,3282.9128995048004,2559125,1330046
2023-08-24,1351.107177734375,3282.6708984375,1352.4834101025679,3307.18620624272,1342.4230924054214,3273.320310703283,1349.1141374590973,3302.2927966570733,5171963,1152881
2023-08-25,1347.785400390625,3276.421142578125,1350.063210348702,3280.7815645840665,1339.5284696286014,3246.334183423521,1341.046970982577,3270.3165044561997,4307172,1158046
2023-08-28,1343.56201171875,3270.849609375,1352.2460967659154,3288.727292926001,1339.5284310658142,3255.8788739320657,1347.7853615901345,3288.727292926001,3133464,1037485
2023-08-29,1345.4603271484375,3271.4306640625,1351.8666030641068,3284.4151734533543,1343.2300172227185,3260.6266021921065,1351.4869487278863,3276.1788209663905,3074444,944517
2023-08-30,1362.069091796875,3285.771484375,1363.492708563721,3302.389677825994,1351.4868506591406,3278.116616498973,1354.3340841928325,3292.602858985793,3070887,1188200
2023-08-31,1362.3536376953125,3252.6806640625,1371.322492128357,3311.4008645236822,1355.8999783761528,3239.938401616976,1362.0689838770345,3295.5096453655283,9792735,3417652
